mean_prob,std_dev
1.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.520000000000001,9.992007221626409e-16
0.9699999999999992,7.771561172376096e-16
0.9099999999999979,2.1094237467877974e-15
0.0,0.0
0.9899999999999985,1.4432899320127035e-15
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9099999999999979,2.1094237467877974e-15
0.0,0.0
0.0,0.0
0.0,0.0
0.9899999999999985,1.4432899320127035e-15
0.9899999999999985,1.4432899320127035e-15
0.6899999999999991,8.881784197001252e-16
1.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.010000000000000007,6.938893903907228e-18
0.9899999999999985,1.4432899320127035e-15
0.0,0.0
0.0,0.0
0.17999999999999983,1.6653345369377348e-16
0.0,0.0
0.0,0.0
0.9800000000000004,4.440892098500626e-16
0.0,0.0
0.010000000000000007,6.938893903907228e-18
0.9000000000000008,7.771561172376096e-16
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,0.0
0.02999999999999995,4.85722573273506e-17
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9699999999999992,7.771561172376096e-16
0.049999999999999906,9.71445146547012e-17
0.9899999999999985,1.4432899320127035e-15
0.0,0.0
0.0,0.0
0.010000000000000007,6.938893903907228e-18
1.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9599999999999984,1.5543122344752192e-15
0.010000000000000007,6.938893903907228e-18
0.0,0.0
0.0,0.0
0.020000000000000014,1.3877787807814457e-17
0.0,0.0
0.010000000000000007,6.938893903907228e-18
0.0,0.0
0.0,0.0
0.9099999999999979,2.1094237467877974e-15
0.020000000000000014,1.3877787807814457e-17
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9800000000000004,4.440892098500626e-16
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.010000000000000007,6.938893903907228e-18
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.02999999999999995,4.85722573273506e-17
0.0,0.0
0.0,0.0
0.0,0.0
0.2600000000000005,4.996003610813204e-16
1.0,0.0
0.8700000000000004,4.440892098500626e-16
0.0,0.0
0.0,0.0
0.010000000000000007,6.938893903907228e-18
0.0,0.0
0.010000000000000007,6.938893903907228e-18
0.010000000000000007,6.938893903907228e-18
0.0,0.0
0.9500000000000017,1.7763568394002505e-15
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9599999999999984,1.5543122344752192e-15
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9599999999999984,1.5543122344752192e-15
0.9399999999999987,1.2212453270876722e-15
0.02999999999999995,4.85722573273506e-17
0.9899999999999985,1.4432899320127035e-15
0.0,0.0
0.0,0.0
0.0,0.0
0.420000000000001,9.992007221626409e-16
0.0,0.0
0.0,0.0
1.0,0.0
0.0,0.0
1.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.020000000000000014,1.3877787807814457e-17
0.0,0.0
0.9899999999999985,1.4432899320127035e-15
0.0,0.0
0.0,0.0
0.0,0.0
0.8199999999999987,1.2212453270876722e-15
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9800000000000004,4.440892098500626e-16
0.9800000000000004,4.440892098500626e-16
0.0,0.0
0.9899999999999985,1.4432899320127035e-15
0.0,0.0
0.0,0.0
0.0,0.0
1.0,0.0
0.9200000000000014,1.3322676295501878e-15
0.0,0.0
0.9599999999999984,1.5543122344752192e-15
0.9800000000000004,4.440892098500626e-16
0.0,0.0
0.010000000000000007,6.938893903907228e-18
0.0,0.0
0.9899999999999985,1.4432899320127035e-15
0.0,0.0
0.9699999999999992,7.771561172376096e-16
0.0,0.0
0.02999999999999995,4.85722573273506e-17
0.0,0.0
0.0,0.0
1.0,0.0
0.0,0.0
0.8799999999999996,4.440892098500626e-16
0.04000000000000003,2.7755575615628914e-17
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9300000000000019,1.887379141862766e-15
0.0,0.0
0.010000000000000007,6.938893903907228e-18
0.0,0.0
1.0,0.0
0.010000000000000007,6.938893903907228e-18
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9899999999999985,1.4432899320127035e-15
0.0,0.0
0.0,0.0
0.9899999999999985,1.4432899320127035e-15
0.9699999999999992,7.771561172376096e-16
0.0,0.0
0.0,0.0
0.9899999999999985,1.4432899320127035e-15
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,0.0
0.0,0.0
1.0,0.0
0.010000000000000007,6.938893903907228e-18
0.010000000000000007,6.938893903907228e-18
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.010000000000000007,6.938893903907228e-18
0.0,0.0
0.9399999999999987,1.2212453270876722e-15
0.0,0.0
0.0,0.0
0.9200000000000014,1.3322676295501878e-15
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.010000000000000007,6.938893903907228e-18
0.0,0.0
0.010000000000000007,6.938893903907228e-18
0.0,0.0
0.0,0.0
0.9699999999999992,7.771561172376096e-16
0.0,0.0
0.0,0.0
0.0,0.0
0.9500000000000017,1.7763568394002505e-15
0.75,0.0
0.0,0.0
0.020000000000000014,1.3877787807814457e-17
0.020000000000000014,1.3877787807814457e-17
0.0,0.0
0.0,0.0
1.0,0.0
0.9599999999999984,1.5543122344752192e-15
0.0,0.0
0.0,0.0
0.0,0.0
0.6899999999999991,8.881784197001252e-16
1.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.010000000000000007,6.938893903907228e-18
0.0,0.0
0.0,0.0
0.0,0.0
0.02999999999999995,4.85722573273506e-17
0.0,0.0
0.0,0.0
0.020000000000000014,1.3877787807814457e-17
0.0,0.0
0.0,0.0
0.9800000000000004,4.440892098500626e-16
0.15000000000000024,2.498001805406602e-16
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.9899999999999985,1.4432899320127035e-15
0.0,0.0
0.32000000000000023,2.220446049250313e-16
1.0,0.0
0.8700000000000004,4.440892098500626e-16
0.0,0.0
0.020000000000000014,1.3877787807814457e-17
0.9899999999999985,1.4432899320127035e-15
0.0,0.0
0.8299999999999987,1.2212453270876722e-15
0.0,0.0
0.010000000000000007,6.938893903907228e-18
0.0,0.0
0.0,0.0
0.9899999999999985,1.4432899320127035e-15
0.9899999999999985,1.4432899320127035e-15
0.0,0.0
0.9899999999999985,1.4432899320127035e-15
0.9699999999999992,7.771561172376096e-16
0.9800000000000004,4.440892098500626e-16
0.9899999999999985,1.4432899320127035e-15
0.0,0.0
0.0,0.0
0.049999999999999906,9.71445146547012e-17
0.0,0.0
0.0,0.0
0.0,0.0
0.9599999999999984,1.5543122344752192e-15
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.020000000000000014,1.3877787807814457e-17
0.0,0.0
0.02999999999999995,4.85722573273506e-17
0.0,0.0
0.8799999999999996,4.440892098500626e-16
0.0,0.0
0.010000000000000007,6.938893903907228e-18
0.0,0.0
0.2600000000000005,4.996003610813204e-16
0.9300000000000019,1.887379141862766e-15
0.0,0.0
0.0,0.0
0.0,0.0
0.14000000000000018,1.6653345369377348e-16
1.0,0.0
0.0,0.0
0.9899999999999985,1.4432899320127035e-15
0.0,0.0
