Carrier Code,Date (DD/MM/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Departure delay (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
DL,30-08-2024,2135,N119DN,DTW,06:00:00,05:55:00,-5,0,0,0,0,0
DL,30-08-2024,2274,N871DN,MSP,12:05:00,12:03:00,-2,0,0,0,0,0
DL,30-08-2024,2284,N923DZ,MSP,14:01:00,13:59:00,-2,0,0,0,0,0
DL,30-08-2024,2287,N353DN,MSP,17:00:00,16:55:00,-5,0,0,0,0,0
DL,30-08-2024,2288,N863DN,MSP,09:23:00,09:23:00,0,0,0,0,0,0
DL,30-08-2024,2419,N3742C,SEA,11:15:00,11:14:00,-1,0,0,0,0,0
DL,30-08-2024,2442,N3758Y,SEA,19:10:00,20:29:00,79,58,0,0,0,19
DL,30-08-2024,2444,N384DA,SEA,06:02:00,05:59:00,-3,0,0,0,0,0
DL,30-08-2024,2447,N384DA,SEA,13:56:00,14:07:00,11,0,0,0,0,0
DL,30-08-2024,2449,N3773D,SEA,15:45:00,15:39:00,-6,0,0,0,0,0
DL,30-08-2024,2553,N369DN,MSP,06:00:00,05:56:00,-4,0,0,0,0,0
DL,31-08-2024,348,N121DZ,ATL,10:15:00,10:16:00,1,0,0,0,0,0
DL,31-08-2024,546,N506DA,JFK,06:07:00,06:13:00,6,0,0,0,0,0
DL,31-08-2024,791,N582DN,JFK,12:08:00,12:04:00,-4,0,0,0,0,0
DL,31-08-2024,796,N545US,ATL,13:06:00,13:05:00,-1,0,0,0,0,0
DL,31-08-2024,813,N917DU,DTW,14:51:00,14:42:00,-9,0,0,0,0,0
DL,31-08-2024,901,N541US,ATL,07:05:00,07:03:00,-2,0,0,0,0,0
DL,31-08-2024,918,N125DN,ATL,06:00:00,06:02:00,2,0,0,0,0,0
DL,31-08-2024,929,N366DX,ATL,23:45:00,23:42:00,-3,0,0,0,0,0
DL,31-08-2024,1070,N872DN,DTW,11:00:00,11:00:00,0,0,0,0,0,0
DL,31-08-2024,1431,N913DU,SLC,13:25:00,13:22:00,-3,0,0,0,0,0
DL,31-08-2024,1432,N367DN,SLC,17:08:00,17:02:00,-6,0,0,0,0,0
DL,31-08-2024,1447,N893DN,SLC,10:05:00,09:57:00,-8,0,0,0,0,0
DL,31-08-2024,1535,N572DT,SLC,06:10:00,06:13:00,3,0,0,0,0,0
DL,31-08-2024,1728,N546DN,BOS,22:52:00,22:40:00,-12,0,0,0,0,0
DL,31-08-2024,2135,N333DX,DTW,06:00:00,06:03:00,3,0,0,0,0,0
DL,31-08-2024,2274,N923DZ,MSP,12:05:00,11:52:00,-13,0,0,0,0,0
DL,31-08-2024,2284,N111DC,MSP,13:32:00,13:26:00,-6,0,0,0,0,0
DL,31-08-2024,2287,N324DX,MSP,17:00:00,16:56:00,-4,0,0,0,0,0
DL,31-08-2024,2288,N814DN,MSP,09:23:00,09:19:00,-4,0,0,0,0,0
DL,31-08-2024,2419,N3754A,SEA,11:15:00,11:10:00,-5,0,0,0,0,0
DL,31-08-2024,2444,N399DA,SEA,06:02:00,06:06:00,4,0,0,0,0,0
DL,31-08-2024,2447,N399DA,SEA,13:56:00,13:59:00,3,0,0,0,0,0
DL,31-08-2024,2449,N381DN,SEA,15:45:00,15:40:00,-5,0,0,0,0,0
DL,31-08-2024,2553,N367DN,MSP,06:00:00,05:53:00,-7,0,0,0,0,0
